id_avaliacao,avaliacao_dificuldade_fg,avaliacao_dificuldade_ce,avaliacao_equipamentos,avaliacao_ambiente
964,Muito fácil,Fácil,Não se aplica,Não sei responder
965,Muito fácil,Difícil,Não sei responder,Não sei responder
966,Médio,Muito difícil,Concordo,Discordo
967,Médio,Resposta anulada,Não se aplica,Concordo parcialmente
968,Muito difícil,Muito difícil,Concordo parcialmente,Discordo totalmente
969,Muito difícil,Difícil,Concordo totalmente,Discordo totalmente
970,Muito fácil,Difícil,Concordo parcialmente,Discordo parcialmente
971,Fácil,Difícil,Não se aplica,Discordo
972,Médio,Muito fácil,Concordo,Não sei responder
973,Muito difícil,Difícil,Concordo parcialmente,Concordo
974,Médio,Muito difícil,Concordo,Não se aplica
975,Muito fácil,Fácil,Discordo,Discordo parcialmente
976,Muito fácil,Médio,Discordo totalmente,Discordo parcialmente
977,Muito difícil,Muito difícil,Concordo parcialmente,Concordo totalmente
978,Fácil,Muito difícil,Concordo totalmente,Discordo totalmente
979,Resposta anulada,Médio,Não se aplica,Discordo totalmente
980,Muito difícil,Médio,Concordo,Não se aplica
981,Muito difícil,Médio,Discordo totalmente,Discordo
982,Médio,Resposta anulada,Discordo,Discordo parcialmente
983,Difícil,Médio,Concordo totalmente,Discordo
984,Muito fácil,Resposta anulada,Concordo,Concordo
985,Fácil,Difícil,Concordo totalmente,Não se aplica
986,Muito difícil,Médio,Concordo totalmente,Concordo
987,Muito difícil,Resposta anulada,Discordo parcialmente,Concordo parcialmente
988,Médio,Fácil,Discordo totalmente,Concordo totalmente
989,Difícil,Muito difícil,Concordo totalmente,Discordo parcialmente
990,Fácil,Muito fácil,Discordo totalmente,Não se aplica
991,Muito fácil,Muito fácil,Discordo,Não se aplica
992,Médio,Muito fácil,Concordo parcialmente,Concordo totalmente
993,Fácil,Fácil,Discordo totalmente,Discordo parcialmente
994,Muito difícil,Difícil,Concordo parcialmente,Não se aplica
995,Fácil,Resposta anulada,Concordo parcialmente,Concordo parcialmente
996,Muito difícil,Médio,Discordo,Discordo totalmente
997,Muito difícil,Difícil,Discordo totalmente,Não se aplica
998,Fácil,Muito difícil,Não se aplica,Não se aplica
999,Fácil,Difícil,Discordo parcialmente,Concordo totalmente
1000,Muito fácil,Fácil,Não se aplica,Discordo parcialmente
1001,Fácil,Médio,Discordo,Concordo
1002,Muito fácil,Difícil,Discordo parcialmente,Não sei responder
1003,Difícil,Muito fácil,Discordo parcialmente,Concordo parcialmente
1004,Muito difícil,Médio,Concordo,Discordo parcialmente
1005,Muito difícil,Muito difícil,Não sei responder,Concordo totalmente
1006,Fácil,Fácil,Discordo totalmente,Concordo
1007,Muito difícil,Fácil,Discordo,Discordo
1008,Muito fácil,Médio,Concordo parcialmente,Concordo totalmente
1009,Fácil,Muito difícil,Discordo,Concordo
1010,Médio,Fácil,Concordo totalmente,Discordo totalmente
1011,Muito difícil,Difícil,Não se aplica,Discordo
1012,Muito fácil,Muito difícil,Discordo parcialmente,Discordo
1013,Difícil,Muito fácil,Discordo totalmente,Discordo
1014,Difícil,Resposta anulada,Discordo parcialmente,Discordo parcialmente
1015,Fácil,Difícil,Discordo totalmente,Discordo
1016,Muito fácil,Fácil,Concordo parcialmente,Discordo
1017,Muito difícil,Difícil,Concordo totalmente,Não sei responder
1018,Fácil,Muito difícil,Discordo parcialmente,Concordo totalmente
1019,Médio,Muito fácil,Discordo totalmente,Discordo parcialmente
1020,Muito difícil,Difícil,Discordo totalmente,Concordo totalmente
1021,Resposta anulada,Difícil,Discordo parcialmente,Discordo parcialmente
1022,Muito difícil,Muito fácil,Discordo,Discordo
1023,Muito difícil,Fácil,Não se aplica,Não se aplica
1024,Muito difícil,Difícil,Discordo parcialmente,Não sei responder
1025,Fácil,Difícil,Discordo totalmente,Discordo parcialmente
1026,Muito fácil,Fácil,Discordo,Não sei responder
1027,Médio,Resposta anulada,Concordo parcialmente,Concordo parcialmente
1028,Resposta anulada,Fácil,Concordo parcialmente,Concordo parcialmente
1029,Médio,Fácil,Discordo totalmente,Não sei responder
1030,Fácil,Médio,Discordo,Concordo totalmente
1031,Médio,Difícil,Não sei responder,Discordo totalmente
1032,Muito difícil,Muito difícil,Não se aplica,Concordo totalmente
1033,Muito difícil,Difícil,Não se aplica,Não sei responder
1034,Difícil,Resposta anulada,Concordo,Concordo
1035,Resposta anulada,Resposta anulada,Discordo,Não sei responder
1036,Difícil,Muito difícil,Não sei responder,Discordo
1037,Muito fácil,Difícil,Discordo parcialmente,Concordo
1038,Muito difícil,Difícil,Concordo parcialmente,Discordo
1039,Muito fácil,Médio,Discordo totalmente,Concordo parcialmente
1040,Muito fácil,Médio,Concordo,Concordo totalmente
1041,Difícil,Médio,Não se aplica,Concordo
1042,Muito fácil,Difícil,Discordo,Não se aplica
1043,Resposta anulada,Resposta anulada,Não sei responder,Concordo parcialmente
1044,Muito fácil,Muito fácil,Concordo totalmente,Discordo
1045,Resposta anulada,Médio,Discordo parcialmente,Discordo parcialmente
1046,Muito fácil,Médio,Não sei responder,Não sei responder
1047,Fácil,Médio,Discordo parcialmente,Concordo
1048,Resposta anulada,Difícil,Concordo,Concordo
1049,Muito fácil,Muito difícil,Concordo totalmente,Concordo parcialmente
1050,Muito difícil,Fácil,Discordo parcialmente,Discordo
1051,Médio,Muito difícil,Concordo totalmente,Discordo
1052,Muito fácil,Resposta anulada,Discordo,Discordo parcialmente
1053,Muito difícil,Muito fácil,Concordo totalmente,Concordo totalmente
1054,Resposta anulada,Muito difícil,Discordo parcialmente,Discordo parcialmente
1055,Resposta anulada,Resposta anulada,Discordo,Concordo totalmente
1056,Resposta anulada,Médio,Concordo parcialmente,Concordo
1057,Muito difícil,Médio,Não sei responder,Não se aplica
1058,Difícil,Médio,Não sei responder,Concordo parcialmente
1059,Difícil,Médio,Não sei responder,Não se aplica
1060,Médio,Difícil,Não sei responder,Concordo
1061,Muito difícil,Muito difícil,Concordo totalmente,Não sei responder
1062,Fácil,Fácil,Concordo,Discordo totalmente
1063,Difícil,Fácil,Concordo,Concordo parcialmente
1064,Fácil,Muito difícil,Concordo totalmente,Discordo parcialmente
1065,Muito difícil,Muito fácil,Discordo,Discordo totalmente
1066,Muito fácil,Difícil,Concordo parcialmente,Concordo totalmente
1067,Muito difícil,Fácil,Discordo totalmente,Discordo parcialmente
1068,Fácil,Médio,Não se aplica,Discordo totalmente
1069,Fácil,Médio,Concordo parcialmente,Não sei responder
1070,Muito difícil,Difícil,Discordo,Concordo totalmente
1071,Fácil,Fácil,Não se aplica,Concordo parcialmente
1072,Médio,Muito fácil,Concordo parcialmente,Discordo totalmente
1073,Muito fácil,Médio,Concordo,Discordo parcialmente
1074,Fácil,Muito fácil,Discordo parcialmente,Não se aplica
1075,Muito fácil,Difícil,Concordo totalmente,Concordo
1076,Muito fácil,Muito difícil,Discordo totalmente,Concordo parcialmente
1077,Muito fácil,Fácil,Discordo parcialmente,Discordo totalmente
1078,Médio,Muito difícil,Discordo parcialmente,Concordo
1079,Difícil,Muito difícil,Concordo totalmente,Não se aplica
1080,Médio,Fácil,Concordo parcialmente,Discordo totalmente
1081,Muito difícil,Fácil,Concordo parcialmente,Concordo parcialmente
1082,Muito fácil,Médio,Não sei responder,Concordo
1083,Difícil,Fácil,Concordo parcialmente,Concordo
1084,Médio,Muito fácil,Concordo totalmente,Concordo
1085,Muito difícil,Médio,Concordo parcialmente,Discordo
1086,Muito fácil,Resposta anulada,Concordo parcialmente,Concordo parcialmente
1087,Muito difícil,Muito difícil,Não sei responder,Discordo totalmente
1088,Difícil,Muito difícil,Discordo totalmente,Concordo parcialmente
1089,Muito fácil,Muito fácil,Discordo parcialmente,Concordo totalmente
1090,Difícil,Fácil,Discordo,Concordo parcialmente
1091,Muito fácil,Médio,Concordo,Não se aplica
1092,Difícil,Muito difícil,Concordo parcialmente,Discordo totalmente
1093,Muito fácil,Fácil,Discordo parcialmente,Concordo totalmente
1094,Médio,Muito fácil,Discordo,Concordo
1095,Médio,Fácil,Não se aplica,Discordo parcialmente
1096,Resposta anulada,Fácil,Não se aplica,Não se aplica
1097,Muito difícil,Resposta anulada,Concordo,Concordo
1098,Médio,Muito difícil,Concordo parcialmente,Não sei responder
1099,Fácil,Fácil,Não se aplica,Concordo totalmente
1100,Fácil,Fácil,Concordo totalmente,Discordo parcialmente
1101,Muito difícil,Resposta anulada,Concordo totalmente,Concordo
1102,Difícil,Muito difícil,Concordo,Discordo totalmente
1103,Fácil,Difícil,Concordo parcialmente,Discordo totalmente
1104,Fácil,Médio,Não se aplica,Concordo parcialmente
1105,Muito difícil,Muito difícil,Não sei responder,Discordo
1106,Fácil,Difícil,Discordo parcialmente,Concordo
1107,Muito difícil,Difícil,Discordo totalmente,Concordo
1108,Muito fácil,Difícil,Não se aplica,Não sei responder
1109,Resposta anulada,Muito fácil,Não se aplica,Não se aplica
1110,Muito fácil,Médio,Discordo,Não se aplica
1111,Fácil,Muito difícil,Concordo totalmente,Não sei responder
1112,Fácil,Muito difícil,Concordo,Concordo totalmente
1113,Muito difícil,Fácil,Discordo,Concordo parcialmente
1114,Muito fácil,Muito fácil,Concordo parcialmente,Não se aplica
1115,Fácil,Muito fácil,Discordo,Concordo
1116,Muito difícil,Difícil,Concordo,Não sei responder
1117,Muito fácil,Difícil,Discordo,Concordo parcialmente
1118,Muito fácil,Fácil,Discordo parcialmente,Concordo
1119,Fácil,Resposta anulada,Discordo parcialmente,Concordo parcialmente
1120,Médio,Muito fácil,Concordo parcialmente,Concordo
1121,Resposta anulada,Resposta anulada,Não sei responder,Discordo totalmente
1122,Muito fácil,Fácil,Concordo parcialmente,Não se aplica
1123,Muito fácil,Muito difícil,Concordo totalmente,Discordo parcialmente
1124,Difícil,Resposta anulada,Concordo,Concordo parcialmente
1125,Médio,Muito difícil,Discordo parcialmente,Não sei responder
1126,Fácil,Fácil,Discordo,Não se aplica
1127,Fácil,Médio,Não se aplica,Concordo totalmente
1128,Fácil,Fácil,Concordo,Discordo
1129,Muito fácil,Fácil,Concordo totalmente,Não se aplica
1130,Médio,Resposta anulada,Discordo parcialmente,Concordo totalmente
1131,Resposta anulada,Muito difícil,Não sei responder,Não sei responder
1132,Muito fácil,Difícil,Concordo,Não se aplica
1133,Muito difícil,Difícil,Concordo,Discordo
1134,Muito fácil,Fácil,Discordo,Não se aplica
1135,Muito difícil,Muito difícil,Não se aplica,Não sei responder
1136,Fácil,Difícil,Não sei responder,Concordo totalmente
1137,Fácil,Fácil,Não sei responder,Concordo parcialmente
1138,Fácil,Médio,Não sei responder,Discordo
1139,Difícil,Muito difícil,Não se aplica,Concordo totalmente
1140,Resposta anulada,Resposta anulada,Concordo totalmente,Discordo
1141,Médio,Muito difícil,Concordo,Discordo totalmente
1142,Muito fácil,Médio,Discordo totalmente,Não sei responder
1143,Difícil,Resposta anulada,Concordo parcialmente,Concordo
1144,Médio,Muito difícil,Não sei responder,Concordo parcialmente
1145,Muito fácil,Difícil,Concordo parcialmente,Discordo
1146,Muito difícil,Fácil,Concordo,Concordo
1147,Muito fácil,Resposta anulada,Concordo parcialmente,Discordo
1148,Muito difícil,Fácil,Não sei responder,Não sei responder
1149,Fácil,Médio,Não se aplica,Não sei responder
1150,Fácil,Muito fácil,Discordo parcialmente,Discordo totalmente
1151,Muito fácil,Médio,Concordo parcialmente,Não sei responder
1152,Médio,Muito difícil,Concordo totalmente,Discordo parcialmente
1153,Fácil,Médio,Concordo totalmente,Não se aplica
1154,Fácil,Muito difícil,Discordo,Concordo parcialmente
1155,Muito difícil,Difícil,Não sei responder,Concordo totalmente
1156,Médio,Muito fácil,Concordo totalmente,Não sei responder
1157,Médio,Fácil,Discordo,Concordo totalmente
1158,Muito fácil,Resposta anulada,Concordo,Concordo parcialmente
1159,Resposta anulada,Difícil,Concordo,Concordo totalmente
1160,Muito difícil,Difícil,Não sei responder,Concordo parcialmente
1161,Fácil,Difícil,Discordo parcialmente,Não se aplica
1162,Muito fácil,Difícil,Discordo parcialmente,Concordo parcialmente
1163,Muito fácil,Difícil,Concordo totalmente,Discordo totalmente
1164,Resposta anulada,Médio,Discordo parcialmente,Concordo parcialmente
1165,Muito difícil,Médio,Concordo totalmente,Concordo parcialmente
1166,Fácil,Difícil,Concordo parcialmente,Discordo
1167,Fácil,Muito fácil,Discordo,Discordo parcialmente
1168,Fácil,Muito difícil,Concordo parcialmente,Discordo parcialmente
1169,Difícil,Fácil,Discordo totalmente,Não se aplica
1170,Difícil,Muito fácil,Concordo parcialmente,Concordo
1171,Médio,Fácil,Concordo parcialmente,Concordo totalmente
1172,Fácil,Difícil,Não se aplica,Concordo
1173,Médio,Resposta anulada,Discordo parcialmente,Concordo
1174,Muito fácil,Muito fácil,Não se aplica,Concordo parcialmente
1175,Difícil,Muito difícil,Concordo,Não sei responder
1176,Fácil,Médio,Não sei responder,Concordo totalmente
1177,Muito difícil,Muito fácil,Concordo parcialmente,Não se aplica
1178,Difícil,Fácil,Discordo parcialmente,Discordo totalmente
1179,Muito fácil,Muito difícil,Discordo parcialmente,Não se aplica
1180,Difícil,Resposta anulada,Concordo parcialmente,Discordo parcialmente
1181,Fácil,Muito difícil,Discordo parcialmente,Concordo parcialmente
1182,Médio,Resposta anulada,Concordo,Não se aplica
1183,Muito difícil,Difícil,Não se aplica,Discordo parcialmente
1184,Difícil,Resposta anulada,Concordo totalmente,Concordo
1185,Muito fácil,Médio,Não sei responder,Concordo totalmente
1186,Muito difícil,Fácil,Concordo parcialmente,Concordo totalmente
1187,Muito fácil,Muito difícil,Concordo,Concordo totalmente
1188,Muito fácil,Difícil,Concordo totalmente,Concordo parcialmente
1189,Muito fácil,Muito fácil,Discordo totalmente,Não se aplica
1190,Médio,Muito difícil,Discordo,Concordo totalmente
1191,Muito fácil,Muito fácil,Concordo totalmente,Discordo parcialmente
1192,Fácil,Fácil,Concordo,Não se aplica
1193,Resposta anulada,Difícil,Discordo,Discordo parcialmente
1194,Médio,Resposta anulada,Concordo parcialmente,Concordo
1195,Muito fácil,Muito fácil,Concordo parcialmente,Concordo totalmente
1196,Muito fácil,Fácil,Discordo parcialmente,Não se aplica
1197,Muito fácil,Fácil,Concordo totalmente,Concordo
1198,Resposta anulada,Muito difícil,Concordo,Não sei responder
1199,Muito difícil,Muito fácil,Concordo,Concordo totalmente
1200,Difícil,Muito fácil,Discordo,Concordo parcialmente
1201,Muito difícil,Difícil,Não sei responder,Concordo
1202,Muito difícil,Fácil,Concordo,Discordo parcialmente
1203,Muito fácil,Resposta anulada,Não sei responder,Não sei responder
1204,Muito fácil,Muito difícil,Não sei responder,Discordo parcialmente
1205,Resposta anulada,Muito difícil,Concordo parcialmente,Concordo parcialmente
1206,Médio,Fácil,Discordo parcialmente,Concordo totalmente
1207,Fácil,Fácil,Não se aplica,Discordo parcialmente
1208,Muito fácil,Muito difícil,Não se aplica,Discordo
1209,Muito fácil,Médio,Discordo parcialmente,Não sei responder
1210,Muito fácil,Fácil,Concordo,Discordo parcialmente
1211,Muito fácil,Fácil,Concordo parcialmente,Não sei responder
1212,Difícil,Muito difícil,Concordo totalmente,Não sei responder
1213,Resposta anulada,Difícil,Concordo parcialmente,Discordo
1214,Resposta anulada,Médio,Concordo,Concordo
1215,Difícil,Muito difícil,Não sei responder,Concordo totalmente
1216,Médio,Muito difícil,Não se aplica,Discordo totalmente
1217,Médio,Muito fácil,Discordo,Não se aplica
1218,Médio,Fácil,Discordo,Concordo
1219,Fácil,Médio,Não se aplica,Discordo parcialmente
1220,Difícil,Muito difícil,Discordo parcialmente,Concordo totalmente
1221,Muito difícil,Médio,Discordo parcialmente,Concordo
1222,Fácil,Muito fácil,Não se aplica,Discordo totalmente
1223,Muito difícil,Difícil,Discordo,Não sei responder
1224,Muito difícil,Fácil,Discordo parcialmente,Concordo parcialmente
1225,Médio,Muito difícil,Não sei responder,Discordo totalmente
1226,Fácil,Muito difícil,Discordo parcialmente,Concordo
1227,Resposta anulada,Médio,Discordo,Discordo parcialmente
1228,Muito fácil,Muito fácil,Concordo totalmente,Não sei responder
1229,Muito fácil,Médio,Não se aplica,Concordo parcialmente
1230,Fácil,Fácil,Concordo,Não sei responder
1231,Difícil,Fácil,Concordo,Não sei responder
1232,Muito fácil,Fácil,Não se aplica,Concordo totalmente
1233,Muito fácil,Fácil,Concordo,Discordo
1234,Muito difícil,Resposta anulada,Concordo,Discordo
1235,Muito fácil,Muito difícil,Concordo parcialmente,Discordo parcialmente
1236,Médio,Difícil,Discordo totalmente,Concordo totalmente
1237,Médio,Muito fácil,Não sei responder,Concordo totalmente
1238,Resposta anulada,Fácil,Concordo parcialmente,Discordo parcialmente
1239,Fácil,Fácil,Concordo parcialmente,Não se aplica
1240,Fácil,Difícil,Concordo totalmente,Não sei responder
1241,Difícil,Muito difícil,Discordo,Concordo
1242,Resposta anulada,Difícil,Concordo parcialmente,Não se aplica
1243,Difícil,Fácil,Não sei responder,Concordo parcialmente
1244,Difícil,Fácil,Concordo parcialmente,Concordo totalmente
1245,Muito fácil,Muito difícil,Não se aplica,Concordo parcialmente
1246,Médio,Muito difícil,Concordo,Não sei responder
1247,Muito fácil,Muito fácil,Não sei responder,Discordo parcialmente
1248,Fácil,Difícil,Concordo parcialmente,Não sei responder
1249,Muito fácil,Médio,Concordo,Discordo
1250,Muito difícil,Médio,Concordo parcialmente,Não sei responder
1251,Muito difícil,Muito difícil,Discordo totalmente,Não sei responder
1252,Muito fácil,Difícil,Concordo parcialmente,Concordo
1253,Fácil,Difícil,Discordo,Concordo
1254,Muito fácil,Médio,Concordo totalmente,Discordo
1255,Resposta anulada,Muito difícil,Discordo,Discordo
1256,Fácil,Fácil,Concordo parcialmente,Discordo totalmente
1257,Muito fácil,Muito difícil,Concordo parcialmente,Concordo
1258,Muito difícil,Muito fácil,Concordo parcialmente,Não sei responder
1259,Médio,Muito difícil,Concordo parcialmente,Discordo totalmente
1260,Médio,Muito fácil,Discordo,Discordo parcialmente
1261,Muito fácil,Muito fácil,Não sei responder,Não se aplica
1262,Difícil,Fácil,Discordo parcialmente,Concordo
1263,Muito fácil,Difícil,Concordo parcialmente,Não sei responder
1264,Difícil,Resposta anulada,Concordo parcialmente,Concordo totalmente
1265,Difícil,Muito fácil,Discordo parcialmente,Discordo
1266,Muito fácil,Difícil,Concordo totalmente,Não se aplica
1267,Fácil,Muito fácil,Concordo,Concordo parcialmente
1268,Fácil,Muito difícil,Concordo parcialmente,Concordo
1269,Muito fácil,Muito difícil,Discordo,Concordo
1270,Difícil,Resposta anulada,Discordo parcialmente,Discordo
1271,Médio,Muito difícil,Concordo parcialmente,Concordo totalmente
1272,Difícil,Muito difícil,Concordo parcialmente,Não sei responder
1273,Resposta anulada,Médio,Concordo parcialmente,Discordo parcialmente
1274,Difícil,Muito fácil,Concordo totalmente,Concordo
1275,Difícil,Fácil,Discordo totalmente,Discordo parcialmente
1276,Resposta anulada,Médio,Concordo parcialmente,Não se aplica
1277,Fácil,Fácil,Discordo totalmente,Não sei responder
1278,Muito fácil,Resposta anulada,Não se aplica,Não se aplica
1279,Muito fácil,Difícil,Concordo,Discordo parcialmente
1280,Médio,Fácil,Concordo,Não sei responder
1281,Médio,Muito fácil,Concordo,Não se aplica
1282,Muito fácil,Fácil,Não sei responder,Concordo
1283,Fácil,Resposta anulada,Concordo totalmente,Concordo totalmente
1284,Resposta anulada,Médio,Concordo,Concordo parcialmente
1285,Médio,Fácil,Não sei responder,Discordo parcialmente
1286,Difícil,Muito difícil,Não se aplica,Concordo parcialmente
1287,Muito fácil,Muito fácil,Concordo totalmente,Não se aplica
1288,Muito fácil,Muito fácil,Concordo,Não se aplica
1289,Fácil,Difícil,Não se aplica,Concordo parcialmente
1290,Muito difícil,Resposta anulada,Não se aplica,Não se aplica
1291,Difícil,Resposta anulada,Concordo parcialmente,Não sei responder
1292,Fácil,Resposta anulada,Concordo,Concordo
1293,Muito difícil,Médio,Não se aplica,Discordo totalmente
1294,Difícil,Resposta anulada,Discordo parcialmente,Concordo
1295,Muito fácil,Difícil,Discordo,Discordo totalmente
1296,Difícil,Muito fácil,Concordo parcialmente,Discordo parcialmente
1297,Muito difícil,Fácil,Discordo,Discordo totalmente
1298,Difícil,Muito difícil,Não se aplica,Não sei responder
1299,Difícil,Muito fácil,Concordo parcialmente,Concordo totalmente
1300,Muito fácil,Médio,Concordo totalmente,Concordo
1301,Médio,Muito fácil,Discordo totalmente,Concordo totalmente
1302,Médio,Resposta anulada,Não sei responder,Não sei responder
1303,Difícil,Muito fácil,Discordo parcialmente,Não se aplica
1304,Muito fácil,Muito fácil,Discordo,Não sei responder
1305,Fácil,Médio,Concordo totalmente,Discordo parcialmente
1306,Fácil,Difícil,Concordo totalmente,Discordo totalmente
1307,Médio,Resposta anulada,Discordo parcialmente,Discordo
1308,Médio,Resposta anulada,Concordo,Concordo parcialmente
1309,Muito fácil,Médio,Concordo totalmente,Não se aplica
1310,Muito fácil,Médio,Discordo parcialmente,Discordo totalmente
1311,Muito fácil,Difícil,Não sei responder,Concordo parcialmente
1312,Difícil,Muito difícil,Não sei responder,Concordo
1313,Difícil,Muito fácil,Concordo,Não se aplica
1314,Muito fácil,Fácil,Não sei responder,Não se aplica
1315,Médio,Resposta anulada,Concordo,Concordo totalmente
1316,Médio,Fácil,Não sei responder,Discordo
1317,Muito difícil,Fácil,Discordo parcialmente,Concordo totalmente
1318,Difícil,Resposta anulada,Concordo,Não se aplica
1319,Muito difícil,Resposta anulada,Concordo totalmente,Concordo totalmente
1320,Fácil,Muito difícil,Não sei responder,Não se aplica
1321,Fácil,Muito fácil,Não sei responder,Não se aplica
1322,Muito fácil,Médio,Não sei responder,Não se aplica
1323,Médio,Muito difícil,Não se aplica,Discordo parcialmente
1324,Médio,Muito fácil,Concordo parcialmente,Não se aplica
1325,Médio,Resposta anulada,Concordo totalmente,Não sei responder
1326,Resposta anulada,Muito fácil,Concordo parcialmente,Discordo parcialmente
1327,Muito fácil,Médio,Concordo parcialmente,Não se aplica
1328,Muito fácil,Muito fácil,Não se aplica,Discordo
1329,Difícil,Muito difícil,Não se aplica,Discordo totalmente
1330,Difícil,Resposta anulada,Concordo parcialmente,Discordo totalmente
1331,Muito difícil,Médio,Concordo totalmente,Discordo totalmente
1332,Difícil,Resposta anulada,Discordo totalmente,Concordo parcialmente
1333,Resposta anulada,Médio,Concordo totalmente,Não se aplica
1334,Resposta anulada,Médio,Discordo parcialmente,Discordo
1335,Muito fácil,Fácil,Não sei responder,Discordo parcialmente
1336,Muito difícil,Médio,Concordo parcialmente,Não se aplica
1337,Difícil,Fácil,Discordo parcialmente,Não se aplica
1338,Fácil,Difícil,Discordo,Não sei responder
1339,Difícil,Fácil,Discordo totalmente,Discordo
1340,Muito fácil,Médio,Discordo,Concordo
1341,Difícil,Resposta anulada,Concordo,Concordo totalmente
1342,Médio,Muito fácil,Não sei responder,Concordo parcialmente
1343,Muito fácil,Difícil,Discordo,Concordo totalmente
1344,Fácil,Fácil,Não se aplica,Concordo
1345,Resposta anulada,Difícil,Discordo totalmente,Concordo
1346,Difícil,Muito fácil,Concordo parcialmente,Não se aplica
1347,Difícil,Fácil,Concordo parcialmente,Não sei responder
1348,Muito fácil,Fácil,Concordo totalmente,Discordo totalmente
1349,Muito difícil,Fácil,Concordo totalmente,Concordo
1350,Muito fácil,Muito difícil,Concordo parcialmente,Concordo totalmente
1351,Difícil,Muito fácil,Não sei responder,Concordo totalmente
1352,Muito difícil,Muito fácil,Concordo parcialmente,Concordo
1353,Médio,Muito difícil,Discordo totalmente,Não se aplica
1354,Resposta anulada,Muito difícil,Concordo,Concordo
1355,Resposta anulada,Difícil,Concordo parcialmente,Concordo
1356,Médio,Resposta anulada,Concordo parcialmente,Discordo totalmente
1357,Muito fácil,Muito difícil,Concordo totalmente,Não sei responder
1358,Muito difícil,Fácil,Concordo,Concordo parcialmente
1359,Muito difícil,Médio,Não se aplica,Concordo
1360,Muito difícil,Muito fácil,Concordo totalmente,Concordo parcialmente
1361,Resposta anulada,Muito fácil,Discordo parcialmente,Concordo
1362,Resposta anulada,Difícil,Discordo parcialmente,Não se aplica
1363,Difícil,Fácil,Concordo totalmente,Concordo parcialmente
1364,Resposta anulada,Difícil,Concordo parcialmente,Discordo parcialmente
1365,Fácil,Médio,Concordo,Discordo totalmente
1366,Muito fácil,Muito difícil,Não se aplica,Concordo
1367,Médio,Muito difícil,Não se aplica,Discordo
1368,Fácil,Muito fácil,Concordo totalmente,Concordo
1369,Difícil,Fácil,Concordo parcialmente,Não se aplica
1370,Muito fácil,Muito fácil,Não sei responder,Concordo totalmente
1371,Fácil,Muito fácil,Concordo parcialmente,Concordo totalmente
1372,Fácil,Difícil,Não se aplica,Discordo totalmente
1373,Médio,Fácil,Não se aplica,Concordo
1374,Muito fácil,Médio,Não se aplica,Concordo totalmente
1375,Médio,Muito difícil,Discordo,Não se aplica
1376,Muito fácil,Difícil,Concordo totalmente,Não sei responder
1377,Difícil,Resposta anulada,Discordo,Discordo parcialmente
1378,Médio,Muito fácil,Não sei responder,Não se aplica
1379,Fácil,Médio,Não sei responder,Não se aplica
1380,Fácil,Muito difícil,Concordo,Não sei responder
1381,Muito fácil,Resposta anulada,Concordo totalmente,Concordo
1382,Fácil,Médio,Discordo totalmente,Não sei responder
1383,Fácil,Muito fácil,Discordo,Concordo parcialmente
1384,Fácil,Muito difícil,Concordo parcialmente,Concordo totalmente
1385,Muito fácil,Muito difícil,Não sei responder,Não sei responder
1386,Resposta anulada,Difícil,Concordo,Concordo parcialmente
1387,Difícil,Resposta anulada,Não se aplica,Concordo
1388,Fácil,Fácil,Discordo,Não sei responder
1389,Difícil,Muito fácil,Concordo totalmente,Concordo parcialmente
1390,Fácil,Difícil,Não sei responder,Concordo
1391,Muito difícil,Difícil,Não se aplica,Concordo totalmente
1392,Fácil,Muito difícil,Concordo,Não se aplica
1393,Fácil,Muito difícil,Discordo totalmente,Concordo
1394,Difícil,Muito difícil,Discordo totalmente,Concordo
1395,Médio,Muito fácil,Discordo parcialmente,Não se aplica
1396,Muito fácil,Difícil,Concordo,Não sei responder
1397,Fácil,Fácil,Não sei responder,Concordo totalmente
1398,Muito difícil,Muito fácil,Não se aplica,Concordo parcialmente
1399,Muito fácil,Resposta anulada,Discordo parcialmente,Concordo parcialmente
1400,Fácil,Difícil,Concordo totalmente,Discordo
1401,Fácil,Muito fácil,Não sei responder,Concordo parcialmente
1402,Médio,Muito fácil,Discordo parcialmente,Discordo
1403,Difícil,Fácil,Discordo totalmente,Concordo parcialmente
1404,Resposta anulada,Fácil,Concordo totalmente,Concordo parcialmente
1405,Muito fácil,Difícil,Concordo totalmente,Discordo parcialmente
1406,Muito difícil,Resposta anulada,Concordo,Concordo totalmente
1407,Muito fácil,Resposta anulada,Concordo,Concordo totalmente
1408,Muito difícil,Muito fácil,Concordo parcialmente,Concordo totalmente
1409,Difícil,Muito fácil,Discordo,Discordo totalmente
1410,Muito difícil,Médio,Concordo,Discordo
1411,Resposta anulada,Fácil,Discordo parcialmente,Discordo
1412,Difícil,Resposta anulada,Concordo totalmente,Não se aplica
1413,Fácil,Resposta anulada,Concordo parcialmente,Concordo
1414,Muito difícil,Médio,Discordo totalmente,Discordo parcialmente
1415,Muito difícil,Fácil,Discordo parcialmente,Concordo
1416,Fácil,Fácil,Não sei responder,Não se aplica
1417,Resposta anulada,Fácil,Concordo totalmente,Concordo totalmente
1418,Fácil,Resposta anulada,Concordo parcialmente,Concordo totalmente
1419,Médio,Fácil,Não sei responder,Discordo totalmente
1420,Médio,Resposta anulada,Concordo totalmente,Concordo parcialmente
1421,Fácil,Difícil,Discordo parcialmente,Não sei responder
1422,Resposta anulada,Muito difícil,Discordo parcialmente,Concordo totalmente
